Q1,Q1_1_TEXT,Q1_2_TEXT,Q2,Q2_1_TEXT,Q2_2_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q5
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Spain,NL8,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL9,https://web.archive.org/web/20200617204645/https://english.elpais.com/spanish_news/2020-06-15/spain-announces-it-will-reopen-borders-to-eu-states-including-the-uk-on-june-21.html,Jul,Enter number 1-31 here,1,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Canada,731,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",12390,,Jun,Enter number 1-31 here,30,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Canada,731,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",12390,https://web.archive.org/web/20200626033739/https://www.cbsa-asfc.gc.ca/services/covid/non-canadians-canadiens-eng.html,Jun,Enter number 1-31 here,30,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Seychelles,10248,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",10252,https://web.archive.org/web/20200626132017/http://www.health.gov.sc/wp-content/uploads/schedule-of-opening-03-May-2020.pdf,Jun,Enter number 1-31 here,1,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Malaysia,299,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",1367,https://web.archive.org/web/20200331043653/https://www.pmo.gov.my/2020/03/perutusan-khas-yab-perdana-menteri-mengenai-covid-19-16-mac-2020/,Mar,Enter number 1-31 here,18,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Malaysia,1386,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",1367,https://web.archive.org/web/20200331043653/https://www.pmo.gov.my/2020/03/perutusan-khas-yab-perdana-menteri-mengenai-covid-19-16-mac-2020/,Mar,Enter number 1-31 here,18,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Singapore,5771,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",5784,https://web.archive.org/web/20200324222324/https://www.moh.gov.sg/news-highlights/details/additional-border-control-measures-to-reduce-further-importation-of-covid-19-cases/,Mar,Enter number 1-31 here,23,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Singapore,5755,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",5784,https://web.archive.org/web/20200324222324/https://www.moh.gov.sg/news-highlights/details/additional-border-control-measures-to-reduce-further-importation-of-covid-19-cases/,Mar,Enter number 1-31 here,23,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Singapore,5710,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",5784,https://web.archive.org/web/20200324222324/https://www.moh.gov.sg/news-highlights/details/additional-border-control-measures-to-reduce-further-importation-of-covid-19-cases/,Mar,Enter number 1-31 here,23,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Singapore,5703,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",5784,https://web.archive.org/web/20200324222324/https://www.moh.gov.sg/news-highlights/details/additional-border-control-measures-to-reduce-further-importation-of-covid-19-cases/,Mar,Enter number 1-31 here,23,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Taiwan,MS24,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS23,https://web.archive.org/web/20200611063210/https://www.mofa.gov.tw/en/News_Content.aspx?n=539A9A50A5F8AF9E&sms=37B41539382B84BA&s=1816E365AF525FDD,Mar,Enter number 1-31 here,18,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Taiwan,MS20,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS23,https://web.archive.org/web/20200611063210/https://www.mofa.gov.tw/en/News_Content.aspx?n=539A9A50A5F8AF9E&sms=37B41539382B84BA&s=1816E365AF525FDD,Mar,Enter number 1-31 here,18,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Taiwan,MS21,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS23,https://web.archive.org/web/20200611063210/https://www.mofa.gov.tw/en/News_Content.aspx?n=539A9A50A5F8AF9E&sms=37B41539382B84BA&s=1816E365AF525FDD,Mar,Enter number 1-31 here,18,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Hungary,2465,Enter policy ID number of superseding policy here,7901,,Mar,Enter number 1-31 here,26,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Hungary,2465,Enter policy ID number of superseding policy here,12898,,May,Enter number 1-31 here,4,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Hungary,2465,Enter policy ID number of superseding policy here,12904,,May,Enter number 1-31 here,14,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Hungary,7901,Enter policy ID number of superseding policy here,12911,,May,Enter number 1-31 here,22,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Hungary,12653,Enter policy ID number of superseding policy here,12912,,Jun,Enter number 1-31 here,1,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Hungary,2465,Enter policy ID number of superseding policy here,12917,,May,Enter number 1-31 here,29,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Svalbard and Jan Mayen,MS99,Enter policy ID number of superseding policy here,EB22,,Jun,Enter number 1-31 here,15,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Azerbaijan,1020,"No, this policy has an end date but no new policy",,,Aug,Enter number 1-31 here,1,,
